Sale_ID,Brand,Region,Sales_Channel,Payment_Method,Date,Unit_Price,Warranty_Years,Software_Update
S0016632,Samsung Galaxy,Africa,Online,Credit Card,17-03-2022,84000,3,5
S0016635,Apple iPhone,Africa,Retail Store,UPI,09-02-2022,33000,2,2
S0016636,Xiaomi (India),Africa,Retail Store,UPI,09-01-2022,54000,2,3
S0016637,OnePlus Nord,North America,Retail Store,UPI,24-10-2023,85000,3,5
S0016638,Xiaomi (India),Africa,Online,Debit Card,14-02-2022,84000,3,5
S0016639,Samsung Galaxy,Asia,Online,Net Banking,03-04-2023,43000,2,3
S0016640,Xiaomi (India),Europe,Retail Store,UPI,12-07-2023,32000,2,2
S0016642,Realme,North America,Online,Credit Card,14-04-2023,39000,2,2
S0016643,Samsung Galaxy,North America,Retail Store,UPI,28-09-2022,48000,2,3
S0016645,Samsung Galaxy,Africa,Retail Store,UPI,23-02-2022,37000,2,2
S0016650,Xiaomi (India),Europe,Online,Credit Card,19-12-2022,12000,1,0
S0016651,OnePlus Nord,Europe,Retail Store,UPI,29-06-2023,12000,1,0
S0016652,Apple iPhone,South America,Retail Store,UPI,11-01-2023,20000,1,1
S0016658,Xiaomi (India),South America,Wholesale,Cash,27-03-2022,40000,2,2
S0016659,Samsung Galaxy,Africa,Online,Credit Card,20-09-2023,76000,3,5
S0016660,Realme,Europe,Online,UPI,28-07-2023,64000,3,4
S0016661,Samsung Galaxy,Africa,Retail Store,UPI,22-12-2022,55000,2,3
S0016662,OnePlus Nord,North America,Online,Credit Card,07-01-2023,32000,2,2
S0016664,Xiaomi (India),Europe,Retail Store,UPI,21-03-2023,33000,2,2
S0016665,Samsung Galaxy,North America,Retail Store,UPI,21-01-2023,76000,3,5
S0016666,Apple iPhone,North America,Retail Store,UPI,28-01-2022,64000,3,4
S0016667,Apple iPhone,Africa,Retail Store,UPI,24-07-2023,42000,2,3
S0016668,Realme,South America,Retail Store,UPI,23-03-2022,57000,2,4
S0016669,Realme,South America,Online,Credit Card,05-02-2023,65000,3,4
S0016671,Xiaomi (India),South America,Online,Credit Card,22-11-2023,12000,1,0
S0016672,OnePlus Nord,Asia,Retail Store,UPI,15-01-2023,42000,2,3
S0016677,Samsung Galaxy,Asia,Wholesale,Credit Card,04-10-2023,60000,3,4
S0016678,Xiaomi (India),Africa,Online,UPI,02-06-2022,43000,2,3
S0016679,Realme,Asia,Retail Store,UPI,22-12-2022,40000,2,2
S0016680,Xiaomi (India),Africa,Retail Store,UPI,27-03-2023,54000,2,3
S0016681,OnePlus Nord,Europe,Retail Store,UPI,18-02-2022,76000,3,5
S0016682,Samsung Galaxy,Europe,Wholesale,Debit Card,25-10-2023,84000,3,5
S0016687,Samsung Galaxy,South America,Online,Credit Card,28-06-2023,84000,3,5
S0016690,Samsung Galaxy,North America,Online,Credit Card,30-09-2022,76000,3,5
S0016692,Realme,Africa,Retail Store,UPI,29-07-2022,54000,2,3
S0016693,Apple iPhone,South America,Retail Store,UPI,29-04-2022,86000,3,6
S0016699,Realme,Europe,Retail Store,Credit Card,14-02-2022,66000,3,4
S0016700,Xiaomi (India),Asia,Online,Credit Card,10-06-2023,85000,3,5
S0016701,Xiaomi (India),North America,Retail Store,UPI,31-08-2023,60000,3,4
S0016703,OnePlus Nord,North America,Retail Store,UPI,24-08-2022,72000,3,5
S0016704,Apple iPhone,Europe,Retail Store,UPI,13-01-2023,85000,3,5
S0016705,Apple iPhone,Europe,Retail Store,UPI,14-10-2023,27000,1,2
S0016707,Apple iPhone,Africa,Online,Credit Card,23-03-2023,32000,2,2
S0016708,Samsung Galaxy,Europe,Retail Store,UPI,21-10-2022,29000,1,2
S0016713,Samsung Galaxy,Asia,Online,Credit Card,07-05-2022,48000,2,3
S0016714,OnePlus Nord,Europe,Retail Store,UPI,26-10-2022,54000,2,3
S0016715,Samsung Galaxy,North America,Retail Store,UPI,09-09-2023,66000,3,4
S0016718,Xiaomi (India),Europe,Online,Cash,26-03-2022,40000,2,2
S0016720,Realme,Africa,Online,Cash,22-11-2023,24000,1,1
S0016721,Samsung Galaxy,North America,Online,Credit Card,15-06-2023,72000,3,5
S0016722,Samsung Galaxy,Africa,Retail Store,UPI,14-10-2022,43000,2,3
S0016723,Apple iPhone,Europe,Retail Store,UPI,03-04-2022,57000,2,4
S0016724,Realme,Asia,Online,Credit Card,15-03-2023,60000,3,4
S0016725,Apple iPhone,Europe,Retail Store,UPI,28-10-2023,42000,2,3
S0016731,OnePlus Nord,North America,Retail Store,Net Banking,19-10-2022,66000,3,4
S0016732,Apple iPhone,Europe,Retail Store,UPI,28-12-2023,48000,2,3
S0016733,Samsung Galaxy,South America,Retail Store,UPI,25-09-2022,66000,3,4
S0016734,Xiaomi (India),Europe,Retail Store,UPI,01-09-2023,48000,2,3
S0016735,Realme,Africa,Retail Store,UPI,10-05-2022,39000,2,2
S0016738,Apple iPhone,North America,Retail Store,UPI,25-05-2023,65000,3,4
S0016741,Apple iPhone,Africa,Retail Store,UPI,07-06-2023,76000,3,5
S0016742,Samsung Galaxy,North America,Retail Store,UPI,05-01-2022,70000,3,4
S0016743,Xiaomi (India),South America,Online,Net Banking,15-08-2023,27000,1,2
S0016745,OnePlus Nord,South America,Retail Store,UPI,01-07-2022,76000,3,5
S0016748,Xiaomi (India),Europe,Retail Store,UPI,04-06-2023,37000,2,2
S0016750,Apple iPhone,Asia,Retail Store,UPI,22-12-2023,70000,3,4
S0016751,Realme,South America,Retail Store,UPI,11-02-2023,28000,1,2
S0016752,OnePlus Nord,South America,Retail Store,UPI,08-03-2022,12000,1,0
S0016753,OnePlus Nord,South America,Online,Credit Card,11-01-2023,43000,2,3
S0016754,Apple iPhone,South America,Retail Store,UPI,16-12-2022,39000,2,2
S0016757,Samsung Galaxy,Europe,Retail Store,UPI,20-10-2022,85000,3,5
S0016758,Xiaomi (India),Asia,Wholesale,Net Banking,13-10-2023,79000,3,5
S0016760,Samsung Galaxy,Africa,Retail Store,UPI,24-02-2023,84000,3,5
S0016761,Apple iPhone,Africa,Retail Store,UPI,27-10-2023,40000,2,2
S0016762,Samsung Galaxy,Africa,Wholesale,Net Banking,22-04-2022,37000,2,2
S0016763,OnePlus Nord,North America,Retail Store,UPI,24-05-2023,79000,3,5
S0016764,OnePlus Nord,South America,Retail Store,Net Banking,02-06-2022,40000,2,2
S0016766,Samsung Galaxy,Asia,Retail Store,UPI,15-01-2022,27000,1,2
S0016767,Xiaomi (India),North America,Retail Store,UPI,06-03-2022,60000,3,4
S0016768,Realme,Asia,Retail Store,UPI,17-06-2023,40000,2,2
S0016769,Apple iPhone,Africa,Online,Credit Card,23-02-2023,43000,2,3
S0016770,Realme,Europe,Retail Store,UPI,21-03-2022,55000,2,3
S0016771,Realme,South America,Online,Credit Card,11-04-2023,37000,2,2
S0016772,Realme,South America,Retail Store,UPI,21-05-2023,86000,3,6
S0016773,Samsung Galaxy,Africa,Retail Store,UPI,14-03-2023,64000,3,4
S0016774,OnePlus Nord,North America,Retail Store,UPI,07-09-2023,42000,2,3
S0016775,Apple iPhone,North America,Online,Credit Card,04-01-2023,76000,3,5
S0016776,Apple iPhone,Asia,Retail Store,Net Banking,16-01-2023,27000,1,2
S0016777,OnePlus Nord,Asia,Online,Credit Card,28-10-2022,11000,1,0
S0016778,Realme,Asia,Online,Credit Card,11-11-2022,39000,2,2
S0016779,Realme,North America,Retail Store,UPI,07-03-2022,37000,2,2
S0016781,Xiaomi (India),Europe,Wholesale,Credit Card,04-11-2022,29000,1,2
S0016782,Realme,Africa,Retail Store,UPI,05-06-2022,33000,2,2
S0016784,Apple iPhone,North America,Retail Store,UPI,30-01-2022,42000,2,3
S0016785,Xiaomi (India),Asia,Online,Credit Card,09-01-2022,20000,1,1
S0016786,Realme,North America,Online,Credit Card,19-05-2023,27000,1,2
S0016787,Apple iPhone,Africa,Retail Store,UPI,04-08-2023,20000,1,1
S0016789,Apple iPhone,Europe,Retail Store,UPI,02-07-2023,76000,3,5
S0016790,Xiaomi (India),Africa,Retail Store,UPI,17-10-2022,42000,2,3
S0016791,OnePlus Nord,North America,Online,Debit Card,13-05-2022,70000,3,4
S0016792,Samsung Galaxy,South America,Retail Store,UPI,22-12-2022,37000,2,2
S0016793,OnePlus Nord,Africa,Retail Store,UPI,13-07-2023,40000,2,2
S0016794,Xiaomi (India),Africa,Retail Store,UPI,13-06-2023,48000,2,3
S0016797,Realme,Africa,Retail Store,UPI,27-03-2023,79000,3,5
S0016798,Apple iPhone,Europe,Retail Store,UPI,15-11-2022,29000,1,2
S0016799,Xiaomi (India),Africa,Retail Store,UPI,16-03-2023,60000,3,4
S0016800,Samsung Galaxy,North America,Retail Store,UPI,09-02-2022,42000,2,3
S0016801,OnePlus Nord,South America,Online,Credit Card,13-07-2022,79000,3,5
S0016802,Apple iPhone,South America,Retail Store,UPI,27-03-2022,42000,2,3
S0016803,OnePlus Nord,North America,Retail Store,UPI,11-06-2023,20000,1,1
S0016804,Samsung Galaxy,Africa,Online,Cash,29-12-2023,12000,1,0
S0016805,Realme,Asia,Online,Credit Card,13-03-2022,66000,3,4
S0016806,Xiaomi (India),South America,Retail Store,UPI,26-06-2023,55000,2,3
S0016807,Samsung Galaxy,Europe,Wholesale,Net Banking,16-03-2022,65000,3,4
S0016808,Samsung Galaxy,Asia,Retail Store,Debit Card,27-03-2022,60000,3,4
S0016809,Samsung Galaxy,Europe,Retail Store,UPI,01-08-2022,33000,2,2
S0016813,OnePlus Nord,North America,Retail Store,UPI,25-03-2022,86000,3,6
S0016816,Apple iPhone,South America,Online,Credit Card,09-04-2023,72000,3,5
S0016819,OnePlus Nord,Africa,Retail Store,UPI,08-08-2022,27000,1,2
S0016820,Apple iPhone,North America,Retail Store,UPI,03-03-2022,24000,1,1
S0016821,Samsung Galaxy,South America,Wholesale,Debit Card,28-05-2022,24000,1,1
S0016822,Xiaomi (India),North America,Retail Store,UPI,20-12-2022,39000,2,2
S0016823,Xiaomi (India),Asia,Online,Credit Card,04-03-2022,28000,1,2
S0016824,OnePlus Nord,Africa,Online,Credit Card,02-03-2023,72000,3,5
S0016826,OnePlus Nord,Africa,Online,Credit Card,28-06-2023,40000,2,2
S0016829,Apple iPhone,Africa,Online,Credit Card,28-07-2022,42000,2,3
S0016831,Realme,Asia,Retail Store,UPI,14-09-2023,42000,2,3
S0016833,Realme,Africa,Online,Credit Card,10-06-2022,48000,2,3
S0016834,Xiaomi (India),North America,Retail Store,UPI,15-02-2023,60000,3,4
S0016835,Xiaomi (India),Europe,Retail Store,UPI,02-05-2023,11000,1,0
S0016836,Apple iPhone,North America,Retail Store,UPI,29-03-2022,72000,3,5
S0016837,Xiaomi (India),Europe,Retail Store,Credit Card,18-04-2022,29000,1,2
S0016838,Apple iPhone,Africa,Online,Credit Card,19-12-2023,32000,2,2
S0016841,Apple iPhone,South America,Retail Store,Debit Card,29-04-2022,12000,1,0
S0016842,OnePlus Nord,South America,Online,Credit Card,19-07-2023,76000,3,5
S0016843,Realme,Europe,Online,Credit Card,10-02-2022,86000,3,6
S0016845,Samsung Galaxy,Asia,Retail Store,UPI,25-12-2022,85000,3,5
S0016846,Xiaomi (India),Europe,Online,Credit Card,07-07-2022,40000,2,2
S0016847,Realme,Africa,Retail Store,UPI,26-01-2022,48000,2,3
S0016848,Xiaomi (India),South America,Retail Store,UPI,28-06-2022,66000,3,4
S0016849,Realme,South America,Retail Store,UPI,13-01-2022,74000,3,5
S0016850,Realme,South America,Wholesale,Debit Card,04-01-2022,57000,2,4
S0016851,OnePlus Nord,South America,Online,Credit Card,21-12-2023,33000,2,2
S0016856,Xiaomi (India),Africa,Retail Store,UPI,04-05-2023,74000,3,5
S0016857,Apple iPhone,North America,Retail Store,UPI,06-08-2023,24000,1,1
S0016859,Xiaomi (India),Africa,Retail Store,UPI,18-12-2023,37000,2,2
S0016860,Apple iPhone,Asia,Online,Credit Card,07-05-2022,76000,3,5
S0016861,Realme,Europe,Online,Credit Card,28-07-2023,60000,3,4
S0016862,Samsung Galaxy,Africa,Retail Store,UPI,07-05-2023,32000,2,2
S0016863,OnePlus Nord,Africa,Retail Store,UPI,01-10-2022,72000,3,5
S0016864,Xiaomi (India),Asia,Online,Credit Card,06-01-2023,39000,2,2
S0016866,Xiaomi (India),South America,Online,Cash,12-03-2023,40000,2,2
S0016867,Xiaomi (India),Africa,Online,Debit Card,04-10-2022,24000,1,1
S0016870,Apple iPhone,North America,Wholesale,Net Banking,05-10-2022,24000,1,1
S0016872,Apple iPhone,Asia,Retail Store,UPI,20-07-2022,20000,1,1
S0016874,Apple iPhone,North America,Retail Store,UPI,20-12-2023,60000,3,4
S0016875,Xiaomi (India),South America,Retail Store,UPI,29-11-2022,20000,1,1
S0016876,OnePlus Nord,North America,Wholesale,Cash,22-04-2023,48000,2,3
S0016877,Xiaomi (India),North America,Retail Store,UPI,16-09-2022,33000,2,2
S0016879,Apple iPhone,Africa,Retail Store,UPI,10-02-2023,84000,3,5
S0016880,Xiaomi (India),Asia,Online,Credit Card,13-08-2022,70000,3,4
S0016884,Samsung Galaxy,Asia,Online,Net Banking,11-08-2023,48000,2,3
S0016885,Apple iPhone,North America,Retail Store,Credit Card,20-01-2023,54000,2,3
S0016888,Xiaomi (India),Africa,Retail Store,UPI,04-12-2022,57000,2,4
S0016890,OnePlus Nord,Asia,Retail Store,UPI,11-11-2022,37000,2,2
S0016891,Apple iPhone,Europe,Retail Store,UPI,29-06-2023,72000,3,5
S0016892,Samsung Galaxy,South America,Retail Store,UPI,18-04-2023,42000,2,3
S0016893,OnePlus Nord,Africa,Retail Store,UPI,29-07-2022,55000,2,3
S0016894,Xiaomi (India),North America,Retail Store,UPI,22-01-2023,60000,3,4
S0016895,OnePlus Nord,Africa,Retail Store,UPI,09-04-2023,24000,1,1
S0016896,Apple iPhone,North America,Retail Store,UPI,06-08-2022,12000,1,0
S0016899,Apple iPhone,North America,Retail Store,UPI,13-03-2023,54000,2,3
S0016900,Realme,South America,Retail Store,UPI,21-10-2023,48000,2,3
S0016902,Realme,Asia,Retail Store,Net Banking,21-05-2023,84000,3,5
S0016903,Samsung Galaxy,South America,Retail Store,UPI,07-09-2022,86000,3,6
S0016906,Realme,Europe,Retail Store,UPI,19-08-2022,32000,2,2
S0016907,Realme,South America,Online,Credit Card,09-10-2023,57000,2,4
S0016908,Realme,Africa,Online,UPI,07-09-2022,39000,2,2
S0016910,Samsung Galaxy,South America,Online,Credit Card,14-01-2022,84000,3,5
S0016914,Samsung Galaxy,Europe,Retail Store,UPI,16-05-2023,55000,2,3
S0016915,Apple iPhone,North America,Retail Store,UPI,07-07-2022,12000,1,0
S0016916,OnePlus Nord,North America,Retail Store,UPI,17-06-2023,27000,1,2
S0016917,OnePlus Nord,Asia,Retail Store,UPI,12-01-2022,74000,3,5
S0016920,Samsung Galaxy,Asia,Retail Store,UPI,13-12-2023,54000,2,3
S0016923,Realme,South America,Retail Store,UPI,30-04-2022,79000,3,5
S0016924,Samsung Galaxy,Asia,Retail Store,Credit Card,04-12-2022,84000,3,5
S0016927,Xiaomi (India),Asia,Retail Store,UPI,13-07-2022,20000,1,1
S0016928,Xiaomi (India),South America,Retail Store,UPI,06-08-2023,86000,3,6
S0016929,Realme,Africa,Retail Store,UPI,30-09-2023,79000,3,5
S0016931,Realme,South America,Online,Credit Card,10-04-2022,60000,3,4
S0016932,Xiaomi (India),North America,Retail Store,UPI,12-10-2023,39000,2,2
S0016933,Apple iPhone,Europe,Retail Store,UPI,11-11-2023,64000,3,4
S0016934,Apple iPhone,Asia,Retail Store,UPI,24-02-2023,37000,2,2
S0016935,Xiaomi (India),Africa,Retail Store,UPI,25-07-2023,12000,1,0
S0016936,Realme,Europe,Retail Store,UPI,28-03-2023,74000,3,5
S0016938,Apple iPhone,Europe,Retail Store,UPI,08-07-2022,66000,3,4
S0016939,Apple iPhone,South America,Retail Store,UPI,09-10-2023,20000,1,1
S0016940,Realme,North America,Retail Store,UPI,26-03-2023,32000,2,2
S0016941,OnePlus Nord,Europe,Retail Store,UPI,08-08-2023,60000,3,4
S0016942,Xiaomi (India),North America,Retail Store,UPI,04-02-2022,27000,1,2
S0016943,OnePlus Nord,North America,Retail Store,UPI,29-04-2022,42000,2,3
S0016944,Samsung Galaxy,Europe,Online,Credit Card,10-11-2022,72000,3,5
S0016946,OnePlus Nord,North America,Retail Store,UPI,10-07-2023,29000,1,2
S0016947,OnePlus Nord,South America,Retail Store,UPI,13-01-2022,24000,1,1
S0016948,Realme,Europe,Online,Credit Card,26-04-2023,11000,1,0
S0016950,Xiaomi (India),Asia,Retail Store,UPI,13-07-2022,33000,2,2
S0016952,Xiaomi (India),Asia,Retail Store,UPI,31-03-2023,74000,3,5
S0016953,Realme,South America,Retail Store,UPI,15-04-2023,66000,3,4
S0016955,Xiaomi (India),Europe,Retail Store,UPI,30-01-2022,12000,1,0
S0016957,OnePlus Nord,Asia,Online,Credit Card,20-02-2023,84000,3,5
S0016958,OnePlus Nord,Asia,Retail Store,UPI,09-01-2023,27000,1,2
S0016960,Samsung Galaxy,South America,Retail Store,UPI,15-08-2023,55000,2,3
S0016961,Xiaomi (India),Asia,Retail Store,UPI,17-04-2023,48000,2,3
S0016963,Xiaomi (India),South America,Retail Store,UPI,19-12-2022,55000,2,3
S0016964,Apple iPhone,Europe,Online,Credit Card,16-01-2023,48000,2,3
S0016965,OnePlus Nord,Europe,Online,UPI,23-01-2023,64000,3,4
S0016966,Realme,North America,Online,Credit Card,04-12-2023,79000,3,5
S0016968,Xiaomi (India),Asia,Online,Credit Card,07-01-2022,64000,3,4
S0016970,Apple iPhone,South America,Online,UPI,21-04-2023,42000,2,3
S0016971,OnePlus Nord,Africa,Retail Store,Net Banking,24-03-2022,65000,3,4
S0016972,OnePlus Nord,Europe,Retail Store,UPI,02-04-2022,65000,3,4
S0016973,OnePlus Nord,North America,Retail Store,UPI,25-06-2022,37000,2,2
S0016974,Apple iPhone,South America,Online,Credit Card,11-11-2022,28000,1,2
S0016975,Samsung Galaxy,North America,Retail Store,UPI,03-11-2022,37000,2,2
S0016976,Xiaomi (India),Africa,Retail Store,UPI,04-11-2022,55000,2,3
S0016977,Samsung Galaxy,South America,Online,Credit Card,21-06-2023,70000,3,4
S0016978,Realme,Europe,Retail Store,UPI,12-01-2023,33000,2,2
S0016979,OnePlus Nord,South America,Wholesale,Net Banking,05-12-2023,48000,2,3
S0016980,Samsung Galaxy,Europe,Retail Store,UPI,07-05-2022,54000,2,3
S0016981,Samsung Galaxy,South America,Retail Store,UPI,29-10-2023,66000,3,4
S0016982,Xiaomi (India),Europe,Online,Credit Card,22-04-2023,74000,3,5
S0016985,Realme,South America,Retail Store,UPI,04-12-2023,64000,3,4
S0016986,Realme,South America,Wholesale,Credit Card,10-07-2022,20000,1,1
S0016987,Xiaomi (India),South America,Wholesale,Cash,26-05-2022,27000,1,2
S0016989,Xiaomi (India),Europe,Retail Store,UPI,08-03-2023,54000,2,3
S0016990,Realme,Africa,Online,Credit Card,20-05-2022,64000,3,4
S0016992,Realme,Europe,Retail Store,UPI,03-03-2022,70000,3,4
S0016993,Samsung Galaxy,Europe,Retail Store,UPI,01-05-2023,65000,3,4
S0016994,Xiaomi (India),North America,Retail Store,UPI,28-01-2022,43000,2,3
S0016996,OnePlus Nord,Europe,Retail Store,UPI,21-05-2023,55000,2,3
S0016997,Apple iPhone,Asia,Online,Cash,01-08-2022,29000,1,2
S0017000,OnePlus Nord,Europe,Retail Store,UPI,02-06-2023,37000,2,2
S0017003,Samsung Galaxy,North America,Retail Store,UPI,27-02-2022,24000,1,1
S0017004,OnePlus Nord,Asia,Online,Credit Card,28-11-2022,24000,1,1
S0017007,Apple iPhone,Europe,Online,Cash,04-01-2023,66000,3,4
S0017009,Xiaomi (India),South America,Retail Store,UPI,10-03-2023,72000,3,5
S0017010,Xiaomi (India),Asia,Retail Store,UPI,11-11-2023,33000,2,2
S0017012,Xiaomi (India),South America,Retail Store,UPI,14-11-2022,74000,3,5
S0017013,Realme,Asia,Retail Store,UPI,13-12-2023,76000,3,5
S0017014,Apple iPhone,Europe,Retail Store,UPI,06-04-2023,85000,3,5
S0017015,Realme,Africa,Wholesale,Cash,08-08-2022,33000,2,2
S0017016,Apple iPhone,North America,Retail Store,UPI,20-10-2022,20000,1,1
S0017017,Realme,South America,Online,Credit Card,02-04-2023,70000,3,4
S0017019,OnePlus Nord,North America,Online,Credit Card,07-09-2023,39000,2,2
S0017020,Apple iPhone,Europe,Retail Store,UPI,22-01-2023,86000,3,6
S0017021,Xiaomi (India),Europe,Online,Credit Card,12-08-2023,84000,3,5
S0017023,Apple iPhone,Africa,Retail Store,UPI,27-10-2022,20000,1,1
S0017025,Realme,Africa,Retail Store,Debit Card,15-04-2023,57000,2,4
S0017028,OnePlus Nord,Asia,Online,Credit Card,30-08-2023,28000,1,2
S0017030,Realme,North America,Retail Store,UPI,06-10-2023,79000,3,5
S0017031,Xiaomi (India),North America,Online,Credit Card,16-05-2023,65000,3,4
S0017032,Samsung Galaxy,Asia,Online,Credit Card,26-04-2022,76000,3,5
S0017033,Samsung Galaxy,North America,Retail Store,UPI,01-08-2023,54000,2,3
S0017034,Xiaomi (India),Asia,Retail Store,UPI,09-08-2022,72000,3,5
S0017037,Apple iPhone,Africa,Retail Store,UPI,20-05-2023,55000,2,3
S0017038,OnePlus Nord,North America,Retail Store,UPI,05-04-2022,65000,3,4
S0017039,Realme,North America,Retail Store,Credit Card,09-11-2022,24000,1,1
S0017040,Realme,Africa,Retail Store,UPI,01-04-2022,27000,1,2
S0017042,Samsung Galaxy,Africa,Retail Store,Cash,11-11-2023,54000,2,3
S0017043,Realme,North America,Retail Store,UPI,05-11-2022,11000,1,0
S0017044,Samsung Galaxy,Europe,Online,Credit Card,17-05-2022,65000,3,4
S0017047,Apple iPhone,South America,Online,Credit Card,14-08-2023,64000,3,4
S0017048,Apple iPhone,North America,Retail Store,UPI,29-04-2023,24000,1,1
S0017049,OnePlus Nord,Africa,Online,UPI,25-09-2023,64000,3,4
S0017050,Xiaomi (India),South America,Retail Store,UPI,12-11-2022,24000,1,1
S0017051,OnePlus Nord,North America,Retail Store,UPI,19-02-2022,29000,1,2
S0017052,Apple iPhone,Africa,Retail Store,UPI,07-04-2023,28000,1,2
S0017055,OnePlus Nord,South America,Online,Credit Card,24-02-2022,66000,3,4
S0017058,Samsung Galaxy,Africa,Retail Store,UPI,14-03-2023,43000,2,3
S0017059,Realme,South America,Retail Store,Cash,19-01-2023,40000,2,2
S0017060,Realme,North America,Wholesale,Credit Card,07-11-2022,66000,3,4
S0017061,Realme,Europe,Retail Store,UPI,30-01-2023,66000,3,4
S0017062,OnePlus Nord,Africa,Retail Store,UPI,11-11-2022,57000,2,4
S0017064,OnePlus Nord,South America,Online,Credit Card,07-01-2023,84000,3,5
S0017066,Samsung Galaxy,North America,Retail Store,UPI,30-08-2022,37000,2,2
S0017067,Samsung Galaxy,Africa,Retail Store,UPI,01-01-2022,64000,3,4
S0017068,Samsung Galaxy,Asia,Retail Store,UPI,18-09-2023,86000,3,6
S0017070,Samsung Galaxy,North America,Retail Store,UPI,05-11-2023,28000,1,2
S0017071,Apple iPhone,South America,Retail Store,Net Banking,15-02-2023,84000,3,5
S0017074,OnePlus Nord,Asia,Retail Store,UPI,28-10-2023,37000,2,2
S0017075,Xiaomi (India),North America,Retail Store,UPI,20-07-2022,27000,1,2
S0017077,OnePlus Nord,Africa,Online,Cash,14-12-2023,24000,1,1
S0017079,Realme,Europe,Retail Store,UPI,19-05-2022,84000,3,5
S0017080,Samsung Galaxy,South America,Retail Store,UPI,06-05-2022,43000,2,3
S0017081,Apple iPhone,Europe,Retail Store,UPI,22-04-2022,85000,3,5
S0017082,Apple iPhone,Asia,Online,UPI,24-04-2023,37000,2,2
S0017083,Samsung Galaxy,North America,Retail Store,UPI,06-01-2023,79000,3,5
S0017084,OnePlus Nord,Asia,Wholesale,Debit Card,11-01-2023,76000,3,5
S0017085,Realme,Asia,Retail Store,UPI,30-03-2023,11000,1,0
S0017087,Samsung Galaxy,Africa,Online,Credit Card,17-02-2022,33000,2,2
